match_date,home_team,away_team,predicted_home_win_prob,predicted_draw_prob,predicted_away_win_prob,predicted_outcome,predicted_home_goals,predicted_away_goals,actual_outcome,actual_home_goals,actual_away_goals,odds_matched,odds_source,bookmaker_odds_used,payout,profit,cumulative_profit,home_win_implied_prob,draw_implied_prob,away_win_implied_prob,home_win_edge,draw_edge,away_win_edge,best_edge,bet_recommendation
2022-11-26,France,Denmark,0.41477237716606485,0.331791202112415,0.25343642072152023,2,1,1,2,2.0,1.0,False,stub_2.0,2.0,2.0,1.0,0.0,0.5,0.5,0.5,-0.08522762283393515,-0.16820879788758503,-0.24656357927847977,-0.08522762283393515,Avoid
2022-11-27,Japan,Costa Rica,0.5514099782451638,0.2568190334848807,0.19177097336879423,2,1,0,0,0.0,1.0,False,stub_2.0,2.0,0.0,-1.0,-1.0,0.5,0.5,0.5,0.0514099782451638,-0.24318096651511928,-0.30822902663120577,0.0514099782451638,Value
2022-11-27,Spain,Germany,0.49739173219758664,0.28000585546280893,0.22260239247138944,2,1,1,1,1.0,1.0,False,stub_2.0,2.0,0.0,-1.0,-2.0,0.5,0.5,0.5,-0.0026082678024133554,-0.21999414453719107,-0.27739760752861053,-0.0026082678024133554,Neutral
2022-11-27,Belgium,Morocco,0.508898459539872,0.2925509014192246,0.19855064400795724,2,1,1,0,0.0,2.0,False,stub_2.0,2.0,0.0,-1.0,-3.0,0.5,0.5,0.5,0.008898459539872006,-0.20744909858077543,-0.30144935599204276,0.008898459539872006,Neutral
2022-11-27,Croatia,Canada,0.5659801450915105,0.2634847041258131,0.1705351507826764,2,1,0,2,4.0,1.0,False,stub_2.0,2.0,2.0,1.0,-2.0,0.5,0.5,0.5,0.06598014509151051,-0.2365152958741869,-0.3294648492173236,0.06598014509151051,Value
2022-11-28,Cameroon,Serbia,0.24173656710740782,0.22561981395651795,0.5326436288701817,0,0,1,1,3.0,3.0,False,stub_2.0,2.0,0.0,-1.0,-3.0,0.5,0.5,0.5,-0.2582634328925922,-0.274380186043482,0.032643628870181685,0.032643628870181685,Neutral
2022-11-28,Brazil,Switzerland,0.5595449007534765,0.2847918516969637,0.155663237615452,2,1,0,2,1.0,0.0,False,stub_2.0,2.0,2.0,1.0,-2.0,0.5,0.5,0.5,0.059544900753476515,-0.2152081483030363,-0.344336762384548,0.059544900753476515,Value
2022-11-28,South Korea,Ghana,0.47490885055642795,0.3313116439092631,0.19377952043547014,2,1,0,0,2.0,3.0,False,stub_2.0,2.0,0.0,-1.0,-3.0,0.5,0.5,0.5,-0.025091149443572047,-0.1686883560907369,-0.30622047956452986,-0.025091149443572047,Neutral
2022-11-28,Portugal,Uruguay,0.3605462035739656,0.3109192629160178,0.3285345235759092,2,1,1,2,2.0,0.0,False,stub_2.0,2.0,2.0,1.0,-2.0,0.5,0.5,0.5,-0.1394537964260344,-0.1890807370839822,-0.17146547642409082,-0.1394537964260344,Avoid
2022-11-29,Ecuador,Senegal,0.2450578073159035,0.35974137335751444,0.39520080939247465,0,0,1,0,1.0,2.0,False,stub_2.0,2.0,2.0,1.0,-1.0,0.5,0.5,0.5,-0.2549421926840965,-0.14025862664248556,-0.10479919060752535,-0.10479919060752535,Avoid
2022-11-29,Qatar,Netherlands,0.20169406488634573,0.2904861772758237,0.507819747903723,0,0,1,0,0.0,2.0,False,stub_2.0,2.0,2.0,1.0,0.0,0.5,0.5,0.5,-0.2983059351136543,-0.2095138227241763,0.007819747903722973,0.007819747903722973,Neutral
2022-11-29,Wales,England,0.20578595219957752,0.2551084873094166,0.5391055455898446,0,0,1,0,0.0,3.0,False,stub_2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,-0.2942140478004225,-0.2448915126905834,0.03910554558984458,0.03910554558984458,Neutral
2022-11-29,Iran,United States,0.30686032006486963,0.2876231778333983,0.40551650210173207,0,1,1,0,0.0,1.0,False,stub_2.0,2.0,2.0,1.0,2.0,0.5,0.5,0.5,-0.19313967993513037,-0.2123768221666017,-0.09448349789826793,-0.09448349789826793,Avoid
2022-11-30,Poland,Argentina,0.17180388867564167,0.3069508354682452,0.5212452758561134,0,0,1,0,0.0,2.0,False,stub_2.0,2.0,2.0,1.0,3.0,0.5,0.5,0.5,-0.32819611132435833,-0.1930491645317548,0.021245275856113355,0.021245275856113355,Neutral
2022-11-30,Saudi Arabia,Mexico,0.17211785954832592,0.27388891623904976,0.5539932093114632,0,0,1,0,1.0,2.0,False,stub_2.0,2.0,2.0,1.0,4.0,0.5,0.5,0.5,-0.3278821404516741,-0.22611108376095024,0.05399320931146323,0.05399320931146323,Value
2022-11-30,Australia,Denmark,0.2076794633645,0.3294743875881362,0.46284613414620285,0,0,1,2,1.0,0.0,False,stub_2.0,2.0,0.0,-1.0,3.0,0.5,0.5,0.5,-0.2923205366355,-0.17052561241186381,-0.03715386585379715,-0.03715386585379715,Neutral
2022-11-30,Tunisia,France,0.1875180847754044,0.28558323290316223,0.5268987021896484,0,0,1,2,1.0,0.0,False,stub_2.0,2.0,0.0,-1.0,2.0,0.5,0.5,0.5,-0.31248191522459556,-0.21441676709683777,0.026898702189648405,0.026898702189648405,Neutral
2022-12-01,Japan,Spain,0.2228304006422152,0.3124146278116749,0.4647549715461099,0,0,1,2,2.0,1.0,False,stub_2.0,2.0,0.0,-1.0,1.0,0.5,0.5,0.5,-0.2771695993577848,-0.1875853721883251,-0.035245028453890104,-0.035245028453890104,Neutral
2022-12-01,Costa Rica,Germany,0.20859704208629276,0.22292210841934113,0.5684808544614197,0,1,2,0,2.0,4.0,False,stub_2.0,2.0,2.0,1.0,2.0,0.5,0.5,0.5,-0.29140295791370724,-0.2770778915806589,0.06848085446141972,0.06848085446141972,Value
2022-12-01,Croatia,Belgium,0.2760781642608366,0.32673653448900986,0.3971852813819382,0,1,1,1,0.0,0.0,False,stub_2.0,2.0,0.0,-1.0,1.0,0.5,0.5,0.5,-0.2239218357391634,-0.17326346551099014,-0.1028147186180618,-0.1028147186180618,Avoid
2022-12-01,Canada,Morocco,0.2178289610728509,0.3179148112052378,0.46425622772191105,0,0,1,0,1.0,2.0,False,stub_2.0,2.0,2.0,1.0,2.0,0.5,0.5,0.5,-0.2821710389271491,-0.1820851887947622,-0.03574377227808895,-0.03574377227808895,Neutral
2022-12-02,Serbia,Switzerland,0.32952115818295025,0.3176847909514168,0.35279405086563287,0,1,1,0,2.0,3.0,False,stub_2.0,2.0,2.0,1.0,3.0,0.5,0.5,0.5,-0.17047884181704975,-0.18231520904858323,-0.14720594913436713,-0.14720594913436713,Avoid
2022-12-02,Cameroon,Brazil,0.10717887788245792,0.25302201379536643,0.6397990959045412,0,0,1,2,1.0,0.0,False,stub_2.0,2.0,0.0,-1.0,2.0,0.5,0.5,0.5,-0.39282112211754205,-0.24697798620463357,0.1397990959045412,0.1397990959045412,Value
2022-12-02,Ghana,Uruguay,0.14569070892082053,0.2550813670355503,0.5992279141095216,0,0,1,0,0.0,2.0,False,stub_2.0,2.0,2.0,1.0,3.0,0.5,0.5,0.5,-0.35430929107917947,-0.2449186329644497,0.09922791410952159,0.09922791410952159,Value
2022-12-02,South Korea,Portugal,0.2734515543104514,0.30441472101323613,0.42213371474220507,0,1,1,2,2.0,1.0,False,stub_2.0,2.0,0.0,-1.0,2.0,0.5,0.5,0.5,-0.22654844568954863,-0.19558527898676387,-0.07786628525779493,-0.07786628525779493,Avoid
2022-12-03,Netherlands,United States,0.4685826979149495,0.31920506287935246,0.21221225410685918,2,1,0,2,3.0,1.0,False,stub_2.0,2.0,2.0,1.0,3.0,0.5,0.5,0.5,-0.0314173020850505,-0.18079493712064754,-0.2877877458931408,-0.0314173020850505,Neutral
2022-12-03,Argentina,Australia,0.6339842547910022,0.2684181729774562,0.0975975846491757,2,1,0,2,2.0,1.0,False,stub_2.0,2.0,2.0,1.0,4.0,0.5,0.5,0.5,0.13398425479100218,-0.23158182702254382,-0.4024024153508243,0.13398425479100218,Value
2022-12-04,France,Poland,0.5213332279873093,0.3115701861375349,0.16709657594104815,2,1,0,2,3.0,1.0,False,stub_2.0,2.0,2.0,1.0,5.0,0.5,0.5,0.5,0.0213332279873093,-0.1884298138624651,-0.33290342405895185,0.0213332279873093,Neutral
2022-12-04,England,Senegal,0.4807370753806767,0.26583651373187667,0.2534263910192316,2,1,1,2,3.0,0.0,False,stub_2.0,2.0,2.0,1.0,6.0,0.5,0.5,0.5,-0.019262924619323274,-0.23416348626812333,-0.2465736089807684,-0.019262924619323274,Neutral
2022-12-05,Japan,Croatia,0.3200123733194986,0.3029822083561542,0.3770054183243472,0,1,1,1,1.0,1.0,False,stub_2.0,2.0,0.0,-1.0,5.0,0.5,0.5,0.5,-0.1799876266805014,-0.1970177916438458,-0.1229945816756528,-0.1229945816756528,Avoid
2022-12-05,Brazil,South Korea,0.6303509474938305,0.2517477379953085,0.11790133189554935,2,1,0,2,4.0,1.0,False,stub_2.0,2.0,2.0,1.0,6.0,0.5,0.5,0.5,0.13035094749383047,-0.24825226200469153,-0.38209866810445065,0.13035094749383047,Value
2022-12-06,Morocco,Spain,0.28307027474189816,0.2763755819356049,0.44055414332249687,0,1,1,1,0.0,0.0,False,stub_2.0,2.0,0.0,-1.0,5.0,0.5,0.5,0.5,-0.21692972525810184,-0.2236244180643951,-0.05944585667750313,-0.05944585667750313,Avoid
2022-12-06,Portugal,Switzerland,0.4642737051257706,0.2925030458871841,0.24322323905293805,2,1,1,2,6.0,1.0,False,stub_2.0,2.0,2.0,1.0,6.0,0.5,0.5,0.5,-0.0357262948742294,-0.20749695411281588,-0.2567767609470619,-0.0357262948742294,Neutral
2022-12-09,Croatia,Brazil,0.2093313183567559,0.28287705999748314,0.5077916315798685,0,0,1,1,1.0,1.0,False,stub_2.0,2.0,0.0,-1.0,5.0,0.5,0.5,0.5,-0.2906686816432441,-0.21712294000251686,0.007791631579868508,0.007791631579868508,Neutral
2022-12-09,Netherlands,Argentina,0.29814494553684034,0.2722010186546467,0.42965402587440576,0,1,1,1,2.0,2.0,False,stub_2.0,2.0,0.0,-1.0,4.0,0.5,0.5,0.5,-0.20185505446315966,-0.2277989813453533,-0.07034597412559424,-0.07034597412559424,Avoid
2022-12-10,Morocco,Portugal,0.23373581257002846,0.32086644752302385,0.44539772500578667,0,1,1,2,1.0,0.0,False,stub_2.0,2.0,0.0,-1.0,3.0,0.5,0.5,0.5,-0.26626418742997154,-0.17913355247697615,-0.05460227499421333,-0.05460227499421333,Avoid
2022-12-10,England,France,0.30403251358985517,0.26802585254654365,0.42794162392949375,0,1,1,0,1.0,2.0,False,stub_2.0,2.0,2.0,1.0,4.0,0.5,0.5,0.5,-0.19596748641014483,-0.23197414745345635,-0.07205837607050625,-0.07205837607050625,Avoid
2022-12-13,Argentina,Croatia,0.44177763570375317,0.2870873643909607,0.27113499493823234,2,1,1,2,3.0,0.0,False,stub_2.0,2.0,2.0,1.0,5.0,0.5,0.5,0.5,-0.05822236429624683,-0.21291263560903928,-0.22886500506176766,-0.05822236429624683,Avoid
2022-12-14,France,Morocco,0.48272632749019756,0.27768724989041205,0.23958643752055137,2,1,1,2,2.0,0.0,False,stub_2.0,2.0,2.0,1.0,6.0,0.5,0.5,0.5,-0.01727367250980244,-0.22231275010958795,-0.26041356247944863,-0.01727367250980244,Neutral
2022-12-17,Croatia,Morocco,0.41907553212757537,0.2981778640136431,0.2827465939246741,2,1,1,2,2.0,1.0,False,stub_2.0,2.0,2.0,1.0,7.0,0.5,0.5,0.5,-0.08092446787242463,-0.2018221359863569,-0.2172534060753259,-0.08092446787242463,Avoid
2022-12-18,Argentina,France,0.43496446874998407,0.2477569022017332,0.31727863898239017,2,1,1,1,3.0,3.0,False,stub_2.0,2.0,0.0,-1.0,6.0,0.5,0.5,0.5,-0.06503553125001593,-0.2522430977982668,-0.18272136101760983,-0.06503553125001593,Avoid
